"id";"name";"updatedAt";"city";"countryName";"state";"type";"createdAt";"facebook";"instagram";"lat";"lng";"logo";"twitter";"url";"description";"photo"
"11172";"Coop Nederland";"2021-07-01 16:36:17 +0200";"Velp";"Netherlands";"Gelderland";"Bar / Restaurant / Store";"2019-07-02 04:53:41 +0200";"";"";"51.9804";"5.98497";"";"";"";"";""
"11175";"De Hoevebrouwers";"2021-07-01 16:36:17 +0200";"Zottegem";"Belgium";"Vlaanderen";"Micro Brewery";"2019-07-02 04:54:01 +0200";"https://www.facebook.com/De-Hoevebrouwers-1004946399586125";"";"50.8785";"3.82947";"";"";"http://www.dehoevebrouwers.be";"";""
"11178";"Thuisbrouwerij NOA";"2021-07-01 16:36:17 +0200";"";"Netherlands";"";"Home Brewery";"2019-07-02 04:54:13 +0200";"";"Kennethmohlmann";"0";"0";"";"";"";"";""
"11181";"De Loonbrouwerij B.v";"2021-07-01 16:36:17 +0200";"";"Netherlands";"";"Home Brewery";"2019-07-02 04:54:14 +0200";"";"";"0";"0";"";"";"https://loonbrouwerij.nl/";"";""
"11184";"Brasserie des Mille Collines";"2021-07-01 16:36:17 +0200";"";"Rwanda";"";"Macro Brewery";"2019-07-02 04:55:49 +0200";"";"";"0";"0";"";"";"";"";""
"11187";"MiniBrew";"2021-07-01 16:36:17 +0200";"Utrecht";"Netherlands";"Utrecht";"Micro Brewery";"2019-07-02 04:56:21 +0200";"https://www.facebook.com/myminibrew/";"myminibrew";"52.0922";"5.12379";"";"myminibrew";"http://www.minibrew.io";"";""
"11190";"Brasserie Ceres Belgique";"2021-07-01 16:36:17 +0200";"";"Belgium";"";"Micro Brewery";"2019-07-02 04:57:20 +0200";"";"";"0";"0";"";"";"";"";""
"11193";"Ølsnedkeren";"2021-07-01 16:36:17 +0200";"Copenhagen";"Denmark";"Region Hovedstaden";"Micro Brewery";"2019-07-02 04:57:59 +0200";"https://www.facebook.com/olsnedkeren";"olsnedkeren";"55.686";"12.5524";"";"";"http://www.olsnedkeren.dk/";"";""
"11196";"Brodie's Brewery";"2021-07-01 16:36:17 +0200";"";"England";"";"Contract Brewery";"2019-07-02 04:58:09 +0200";"https://www.facebook.com/brodies.beers/";"brodiesfabulousbeers";"0";"0";"";"BrodiesBeers";"http://www.brodiesbeers.com";"";""
"11199";"Haas Bieren";"2021-07-01 16:36:17 +0200";"Driebergen-Rijsenburg";"Netherlands";"Utrecht";"Nano Brewery";"2019-07-02 04:58:26 +0200";"https://www.facebook.com/Haas-Bieren-1094498653933210/";"haasbieren";"52.0545";"5.26526";"";"haasbieren";"http://www.haasbieren.nl/";"";""
"11202";"Coisbo Beer";"2021-07-01 16:36:17 +0200";"Vissenbjerg";"Denmark";"Region Syddanmark";"Micro Brewery";"2019-07-02 04:58:27 +0200";"http://www.facebook.com/CoisboBeer";"Coisbo";"55.3899";"10.1474";"";"";"http://www.coisbo.com/";"";""
"11205";"Jpalm";"2021-07-01 16:36:17 +0200";"";"Netherlands";"";"Home Brewery";"2019-07-02 04:58:46 +0200";"";"";"0";"0";"";"";"";"";""
"11208";"'t MAG";"2021-07-01 16:36:18 +0200";"Tilburg";"Netherlands";"Noord-Brabant";"Micro Brewery";"2019-07-02 05:00:46 +0200";"https://www.facebook.com/BrouwerijTMAG/";"brouwerijtmag";"51.5648";"5.08218";"";"";"";"";""
"11211";"Malmgårdin Panimo";"2021-07-01 16:36:18 +0200";"Loviisa";"Finland";"Etelä-Suomi";"Micro Brewery";"2019-07-02 05:02:02 +0200";"https://www.facebook.com/malmgardinpanimo/";"malmgardin_panimo";"60.5442";"25.929";"";"";"https://www.malmgardinpanimo.fi";"";""
"11214";"Feldschlösschen Brauerei Hamminkeln";"2021-07-01 16:36:18 +0200";"Hamminkeln";"Germany";"Nordrhein-Westfalen";"Micro Brewery";"2019-07-02 05:02:15 +0200";"https://www.facebook.com/Feldschlösschen-Brauerei-GmbH-305479712818700/";"";"51.7311";"6.58891";"";"";"http://www.feldschloesschen-brauerei.de";"";""
"11217";"Birrificio Aosta";"2021-07-01 16:36:18 +0200";"Saint-Christophe";"Italy";"Valle d'Aosta/Vallée d'Aoste";"Micro Brewery";"2019-07-02 05:03:05 +0200";"";"";"45.7426";"7.35452";"";"";"www.birrificioaosta.it";"";""
"11220";"Albrau SA";"2021-07-01 16:36:18 +0200";"Onești";"Romania";"Bacău";"Micro Brewery";"2019-07-02 05:03:11 +0200";"https://www.facebook.com/albraubrewery/";"";"46.2607";"26.7946";"";"";"http://www.albrau.ro/";"";""
"11223";"Arnsberger Mühlenbräu";"2021-07-01 16:36:18 +0200";"59821 Arnsberg";"Germany";"NW";"Micro Brewery";"2019-07-02 05:03:12 +0200";"http://www.facebook.com/arnsberger.muehlenbraeu/";"";"51.3989";"8.05998";"";"";"";"";""
"11226";"Pivovar Národní";"2021-07-01 16:36:18 +0200";"Praha";"Czech Republic";"";"Brew Pub";"2019-07-02 05:03:54 +0200";"https://www.facebook.com/pivovarnarodni";"pivovar_narodni";"50.0813";"14.4157";"";"";"http://www.pivovarnarodni.cz/";"";""
"11229";"DTU";"2021-07-01 16:36:18 +0200";"";"Denmark";"";"Home Brewery";"2019-07-02 05:04:03 +0200";"";"";"0";"0";"";"";"";"";""
"11232";"Nordic Brewing Co";"2021-07-01 16:36:18 +0200";"Kalundborg";"Denmark";"";"Micro Brewery";"2019-07-02 05:04:05 +0200";"https://www.facebook.com/NordicBrewingCo";"";"55.6964";"11.051";"";"";"http://www.nordicbrewingco.dk/";"";""
"11235";"Nordenfjords Håndbryg";"2021-07-01 16:36:18 +0200";"";"Denmark";"";"Micro Brewery";"2019-07-02 05:04:05 +0200";"https://www.facebook.com/NordenfjordsHandbryg";"";"0";"0";"";"";"http://www.nordenfjordshaandbryg.dk";"";""
"11238";"Föroya Bjór";"2021-07-01 16:36:18 +0200";"Klaksvík";"Faroe Islands";"Föroyar";"Micro Brewery";"2019-07-02 05:04:06 +0200";"https://www.facebook.com/bjor.fo";"foroyabjor";"62.2272";"-6.57791";"";"foroya_bjor";"http://www.bjor.fo/";"";""
"11241";"South Plains Brewing Company";"2021-07-01 16:36:18 +0200";"Malmö";"Sweden";"Skåne";"Micro Brewery";"2019-07-02 05:04:08 +0200";"http://facebook.com/southplainsbrewingcompany";"southplainsbrewing";"55.5849";"13.0279";"";"southplainsbrew";"http://www.southplains.se";"";""
"11244";"Oakham Ales";"2021-07-01 16:36:18 +0200";"Peterborough";"England";"England";"Micro Brewery";"2019-07-02 05:04:09 +0200";"https://www.facebook.com/OakhamAles/";"oakhamales";"52.5562";"-0.260122";"";"OakhamAles";"http://www.oakhamales.com/";"";""
"11247";"Syndikatet";"2021-07-01 16:36:18 +0200";"Auning";"Denmark";"Arhus";"Micro Brewery";"2019-07-02 05:04:10 +0200";"http://www.facebook.com/syndikatet";"";"56.4312";"10.3783";"";"";"http://www.syndikatet.dk/";"";""
"11250";"Staropilsen";"2021-07-01 16:36:18 +0200";"Plzeň";"Czech Republic";"";"Bar / Restaurant / Store";"2019-07-02 05:05:40 +0200";"";"";"49.7531";"13.3804";"";"";"http://staropilsen.cz/";"";""
"11253";"Harmon Brewing Company";"2021-07-01 16:36:18 +0200";"Tacoma";"United States";"WA";"Micro Brewery";"2019-07-02 05:07:07 +0200";"https://www.facebook.com/HarmonBrewery";"harmonbrewingco";"47.2436";"-122.437";"";"harmonbrewingco";"http://harmonbrewingco.com";"";""
"11256";"Hancock Bryggerierne";"2021-07-01 16:36:18 +0200";"Skive";"Denmark";"Region Midtjylland";"Micro Brewery";"2019-07-02 05:07:08 +0200";"";"";"56.583";"9.02985";"";"";"http://www.hancock.dk";"";""
"11259";"Lis d'Oc";"2021-07-01 16:36:18 +0200";"Borgone Susa";"Italy";"Piemonte";"Micro Brewery";"2019-07-02 05:07:11 +0200";"https://www.facebook.com/birrificioartigianale";"";"45.1233";"7.22545";"";"";"";"";""
"11262";"Karmeliten Brauerei Straubing";"2021-07-01 16:36:18 +0200";"Straubing";"Germany";"";"Micro Brewery";"2019-07-02 05:07:13 +0200";"http://www.facebook.com/pages/Karmeliten-Brauerei/165838640135016";"";"48.888";"12.6219";"";"";"http://www.karmeliten-brauerei.de";"";""
"11265";"Brasserie de l'Ardèche Méridionale";"2021-07-01 16:36:18 +0200";"Rosières";"France";"Auvergne-Rhône-Alpes";"Micro Brewery";"2019-07-02 05:07:13 +0200";"https://www.facebook.com/bieres.cevenale";"";"44.4852";"4.26101";"";"";"http://www.cevenale.fr/";"";""
"11268";"Stichting Cultbier Heerlen";"2021-07-01 16:36:18 +0200";"Heerlen";"Netherlands";"Limburg";"Nano Brewery";"2019-07-02 05:07:38 +0200";"";"";"50.8936";"5.98241";"";"";"";"";""
"11271";"Het Koffiehuys";"2021-07-01 16:36:18 +0200";"Uden";"Netherlands";"Noord-Brabant";"Bar / Restaurant / Store";"2019-07-02 05:07:41 +0200";"https://www.facebook.com/HetKoffiehuys";"";"51.6576";"5.61256";"";"";"http://www.hetkoffiehuys.nl";"";""
"11274";"WinterCoat ";"2021-07-01 16:36:18 +0200";"Sabro";"Denmark";"";"Micro Brewery";"2019-07-02 05:08:03 +0200";"";"";"56.208";"10.0597";"";"";"http://www.wintercoat.dk/";"";""
"11277";"Aarhus Bryghus";"2021-07-01 16:36:18 +0200";"Viby J";"Denmark";"";"Micro Brewery";"2019-07-02 05:08:06 +0200";"https://www.facebook.com/AarhusBryghus";"aarhusbryghus";"56.1103";"10.1383";"";"";"http://www.aarhusbryghus.dk";"";""
"11280";"Humlepraxis";"2021-07-01 16:36:18 +0200";"";"Denmark";"";"Micro Brewery";"2019-07-02 05:08:08 +0200";"https://www.facebook.com/humlepraxis/";"";"0";"0";"";"";"http://www.humlepraxis.dk/";"";""
"11283";"Brouwerij De Wanhoop";"2021-07-01 16:36:18 +0200";"";"Netherlands";"";"Home Brewery";"2019-07-02 05:08:08 +0200";"https://www.facebook.com/brouwerijdewanhoop/";"";"0";"0";"";"";"https://www.brouwerijdewanhoop.nl";"";""
"11286";"Kongebryg";"2021-07-01 16:36:18 +0200";"Næstved";"Denmark";"";"Micro Brewery";"2019-07-02 05:08:08 +0200";"https://www.facebook.com/pages/Kongebryg/223237091054204";"";"55.2323";"11.7931";"";"";"http://www.kongebryg.dk/";"";""
"11289";"Freewheel Brewing Company";"2021-07-01 16:36:18 +0200";"Redwood City";"United States";"CA";"Brew Pub";"2019-07-02 05:08:09 +0200";"https://www.facebook.com/pages/Freewheel-Brewing-Company/147505355281208?ref=ts";"freewheelbrewing";"37.4787";"-122.187";"";"freewheelbrew";"http://freewheelbrewing.com";"";""
"11292";"HenHouse Brewing Company";"2021-07-01 16:36:18 +0200";"Santa Rosa";"United States";"CA";"Micro Brewery";"2019-07-02 05:08:34 +0200";"https://www.facebook.com/pages/HenHouse-Brewing-Company/211269008902745";"henhousebrewing";"38.4006";"-122.725";"";"henhousebrewing";"http://henhousebrewing.com/";"";""
"11295";"Birra Amarcord";"2021-07-01 16:36:18 +0200";"Rimini";"Italy";"RN";"Micro Brewery";"2019-07-02 05:09:08 +0200";"http://www.facebook.com/birraamarcordspa";"birraamarcord";"44.0486";"12.5791";"";"birraamarcord";"http://www.birraamarcord.it";"";""
"11298";"1850 Brewing Company";"2021-07-01 16:36:19 +0200";"Mariposa";"United States";"CA";"Brew Pub";"2019-07-02 05:09:31 +0200";"https://www.facebook.com/pages/1850/606325206063156";"";"37.4897";"-119.97";"";"";"http://1850restaurant.com";"";""
"11301";"Hainan Asia Pacific Brewery";"2021-07-01 16:36:19 +0200";"";"China / People's Republic of China";"";"Macro Brewery";"2019-07-02 05:10:52 +0200";"";"";"0";"0";"";"";"";"";""
"11304";"Strandpaviljoen Paal 28";"2021-07-01 16:36:19 +0200";"De Cocksdorp";"Netherlands";"Noord-Holland";"Bar / Restaurant / Store";"2019-07-02 05:11:51 +0200";"";"";"53.1622";"4.82193";"";"";"";"";""
"11307";"Privatbrauerei Eibau";"2021-07-01 16:36:19 +0200";"Eibau";"Germany";"Sachsen";"Micro Brewery";"2019-07-02 05:12:48 +0200";"";"";"50.9781";"14.6648";"";"";"http://www.eibauer.de";"";""
"11310";"Palo Alto Brewing Company";"2021-07-01 16:36:19 +0200";"Palo Alto";"United States";"CA";"Micro Brewery";"2019-07-02 05:13:15 +0200";"http://www.facebook.com/pages/Palo-Alto-Brewing-Company/309231062452840";"";"37.4442";"-122.162";"";"PaloAltoBrewing";"http://paloaltobrewing.com/";"";""
"11313";"Old First Ward Brewing Company";"2021-07-01 16:36:19 +0200";"Buffalo";"United States";"NY";"Brew Pub";"2019-07-02 05:13:43 +0200";"";"ofwbrewingco";"42.8659";"-78.8596";"";"OFWBrewingCo";"http://www.genemccarthys.com";"";""
"11316";"Nijenrode (De Graal)";"2021-07-01 16:36:19 +0200";"Breukelen";"Netherlands";"Utrecht";"Brew Pub";"2019-07-02 05:14:08 +0200";"https://www.facebook.com/pages/Nijenrode-Bier/165277043487655";"";"52.164";"5.00933";"";"";"http://nijenrodebier.com/";"";""
"11319";"Big Sky Brewing Company";"2021-07-01 16:36:19 +0200";"Missoula";"United States";"MT";"Regional Brewery";"2019-07-02 05:14:20 +0200";"http://www.facebook.com/BigSkyBrewingCompany";"";"46.9223";"-114.073";"";"BigSkyBrewing";"http://www.bigskybrew.com";"";""
"11322";"Dust Bowl Brewing Company";"2021-07-01 16:36:19 +0200";"Turlock";"United States";"CA";"Micro Brewery";"2019-07-02 05:14:58 +0200";"http://www.facebook.com/Dustbowlbrewing";"dustbowlbrewingco";"37.5064";"-120.883";"";"dustbowlbrew";"http://www.dustbowlbrewing.com";"";""
"11325";"Bacardi";"2021-07-01 16:36:19 +0200";"Coral Gables";"United States";"FL";"Micro Brewery";"2019-07-02 05:15:10 +0200";"";"";"25.7467";"-80.2626";"";"";"http://bacardi.com";"";""
"11328";"Nigerian Breweries PLC";"2021-07-01 16:36:19 +0200";"Iganmu";"Nigeria";"Lagos";"Macro Brewery";"2019-07-02 05:16:01 +0200";"";"";"6.4813";"3.36492";"";"";"http://nbplc.com";"";""
"11331";"Lundabryggeriet";"2021-07-01 16:36:19 +0200";"Torna-hällestad";"Sweden";"";"Micro Brewery";"2019-07-02 05:16:58 +0200";"http://www.facebook.com/pages/Lundabryggeriet/235145574353";"";"55.6758";"13.4255";"";"";"http://lundabryggeriet.se/";"";""
"11334";"Hop Dogma Brewing Co.";"2021-07-01 16:36:19 +0200";"El Granada";"United States";"CA";"Micro Brewery";"2019-07-02 05:17:13 +0200";"https://www.facebook.com/HopDogma";"hopdogma";"37.5023";"-122.47";"";"HopDogma";"http://hopdogma.com/";"";""
"11337";"Sranan";"2021-07-01 16:36:19 +0200";"";"Surinam";"";"Micro Brewery";"2019-07-02 05:17:26 +0200";"";"";"0";"0";"";"";"";"";""
"11340";"Tou Dao Yuan Jiang Beer";"2021-07-01 16:36:19 +0200";"";"China / People's Republic of China";"";"Macro Brewery";"2019-07-02 05:17:29 +0200";"";"";"0";"0";"";"";"";"";""
"11343";"Hermitage Brewing";"2021-07-01 16:36:19 +0200";"San Jose";"United States";"CA";"Regional Brewery";"2019-07-02 05:18:07 +0200";"https://www.facebook.com/HermitageBrewing";"hermitagebrewingsj";"37.3149";"-121.866";"";"hermitagebrews";"http://www.hermitagebrewing.com";"";""
"11346";"Corralitos Brewing Company";"2021-07-01 16:36:19 +0200";"Watsonville";"United States";"CA";"Micro Brewery";"2019-07-02 05:18:08 +0200";"https://www.facebook.com/pages/Corralitos-Brewing-Co/1542976102609897";"corralitosbrewery";"36.9501";"-121.793";"";"corralitosbrew";"http://www.corralitosbrewingco.com";"";""
"11349";"GearTooth AleWerks";"2021-07-01 16:36:19 +0200";"San Jose";"United States";"CA";"Micro Brewery";"2019-07-02 05:18:08 +0200";"";"geartoothales";"37.3382";"-121.886";"";"geartoothales";"http://www.geartoothalewerks.com";"";""
"11352";"Santa Cruz Mountain Brewing";"2021-07-01 16:36:19 +0200";"Santa Cruz";"United States";"CA";"Micro Brewery";"2019-07-02 05:18:10 +0200";"http://www.facebook.com/pages/Santa-Cruz-Mountain-Brewing/59113986812?sk=info";"scmbrew";"36.9587";"-122.049";"";"scmbrewing";"http://www.santacruzmountainbrewing.com/";"";""
"11355";"Strike Brewing Co.";"2021-07-01 16:36:19 +0200";"San Jose";"United States";"CA";"Micro Brewery";"2019-07-02 05:18:10 +0200";"https://www.facebook.com/strikebrewingco";"strikebrewingco";"37.3106";"-121.858";"";"strikebrewingco";"http://www.strikebrewingco.com";"";""
"11358";"Revision Brewing Company";"2021-07-01 16:36:19 +0200";"Sparks";"United States";"NV";"Micro Brewery";"2019-07-02 05:18:11 +0200";"http://facebook.com/revisionbrewing";"RevisionBrewingCo";"39.5312";"-119.766";"";"revisionbrewing";"http://RevisionBrewing.com";"";""
"11361";"Kaweah Brewing Company";"2021-07-01 16:36:19 +0200";"Tulare";"United States";"CA";"Micro Brewery";"2019-07-02 05:18:11 +0200";"https://www.facebook.com/kaweahbrewingco";"kaweahbrewingco";"36.1931";"-119.332";"";"";"http://www.kaweahbrewing.com";"";""
"11364";"Birrificio Castagnero";"2021-07-01 16:36:19 +0200";"Rosta";"Italy";"Piemonte";"Micro Brewery";"2019-07-02 05:19:31 +0200";"https://www.facebook.com/BirrificioCastagnero";"birrificiocastagnero";"45.0833";"7.47447";"";"Birra_Castagnero";"http://www.birrificiocastagnero.com/";"";""
"11367";"Suntory China";"2021-07-01 16:36:19 +0200";"Huamu";"China / People's Republic of China";"上海市";"Macro Brewery";"2019-07-02 05:19:51 +0200";"";"";"31.2521";"121.616";"";"";"https://www.suntory.com/group/region_china.html";"";""
"11370";"Laval";"2021-07-01 16:36:19 +0200";"";"Italy";"";"Micro Brewery";"2019-07-02 05:20:02 +0200";"";"";"0";"0";"";"";"";"";""
"11373";"Budweiser Wuhan Inernational Brewing Company ";"2021-07-01 16:36:20 +0200";"";"China / People's Republic of China";"";"Macro Brewery";"2019-07-02 05:20:08 +0200";"";"";"0";"0";"";"";"";"";""
"11376";"'t Blauwe Hert";"2021-07-01 16:36:20 +0200";"Aalsmeer";"Netherlands";"Noord-Holland";"Micro Brewery";"2019-07-02 05:22:58 +0200";"http://www.facebook.com/blauwehert";"";"52.2728";"4.79666";"";"blauwehert";"http://www.blauwehert.nl";"";""
"11379";"Brew Up";"2021-07-01 16:36:20 +0200";"Turin";"Italy";"Piemonte";"Micro Brewery";"2019-07-02 05:23:04 +0200";"https://it-it.facebook.com/pages/Brew-UP-Birrificio/304034223062703";"";"45.0727";"7.67839";"";"Brewup2";"http://www.birraup.com/";"";""
"11382";"Hop Frost";"2021-07-01 16:36:20 +0200";"";"Netherlands";"";"Home Brewery";"2019-07-02 05:23:08 +0200";"";"";"0";"0";"";"hopfrost";"";"";""
"11385";"Margaritaville Brewing Co.";"2021-07-01 16:36:20 +0200";"Atlantic City";"United States";"NJ";"Macro Brewery";"2019-07-02 05:23:25 +0200";"https://www.facebook.com/LandsharkLager/";"landsharklager";"39.3588";"-74.4229";"";"";"https://www.landsharklager.com/";"";""
"11388";"Whitewater Brewing Co.";"2021-07-01 16:36:20 +0200";"Foresters Falls";"Canada";"ON";"Micro Brewery";"2019-07-02 05:24:06 +0200";"https://www.facebook.com/WhitewaterBrewingCompany";"whitewaterbrewingco";"45.7258";"-76.772";"";"WhitewaterBrew";"http://whitewaterbeer.ca/";"";""
"11391";"Grand River Brewing";"2021-07-01 16:36:20 +0200";"Cambridge";"Canada";"On";"Micro Brewery";"2019-07-02 05:24:27 +0200";"http://www.facebook.com/pages/Grand-River-Brewing/131494183542014";"GrandRiverBrewing";"43.3512";"-80.3135";"";"GrandRiverBeer";"http://grandriverbrewing.com";"";""
"11394";"Wye Valley Brewery";"2021-07-01 16:36:20 +0200";"Stoke Lacy";"England";"Herefordshire";"Micro Brewery";"2019-07-02 05:24:33 +0200";"https://www.facebook.com/pages/Wye-Valley-Brewery/49819077422?ref=mf";"WyeValleyBrewery";"52.1512";"-2.54744";"";"WyeValleyBrew";"http://www.wyevalleybrewery.co.uk";"";""
"11397";"Kingston Brewing Company";"2021-07-01 16:36:20 +0200";"Kingston";"Canada";"ON";"Brew Pub";"2019-07-02 05:24:41 +0200";"";"";"44.2292";"-76.4813";"";"";"http://www.kingstonbrewing.ca/";"";""
"11400";"Bijdehand Bierbrouwerij";"2021-07-01 16:36:20 +0200";"Bergschenhoek";"Netherlands";"Zuid-Holland";"Micro Brewery";"2019-07-02 05:25:14 +0200";"http://www.facebook.com/bijdehandbier";"";"51.9906";"4.50053";"";"";"";"";""
"11403";"Sawdust City Brewing Co.";"2021-07-01 16:36:20 +0200";"Gravenhurst";"Canada";"ON";"Micro Brewery";"2019-07-02 05:25:17 +0200";"https://www.facebook.com/sawdustcitybrewery/";"sawdustcitybeer";"44.9224";"-79.3752";"";"sawdustcitybeer";"http://www.sawdustcitybrewing.com/";"";""
"11406";"Lake of Bays Brewing Company";"2021-07-01 16:36:21 +0200";"Baysville";"Canada";"ON";"Micro Brewery";"2019-07-02 05:25:17 +0200";"http://www.facebook.com/LoBBrewery";"LB_Brewing";"45.1721";"-78.9955";"";"LB_Brewing";"http://lakeofbaysbrewing.ca";"";""
"11409";"Wellington Brewery";"2021-07-01 16:36:21 +0200";"Guelph";"Canada";"ON";"Micro Brewery";"2019-07-02 05:25:18 +0200";"http://www.facebook.com/wellingtonbrewery";"wellingtonbrewery";"43.5333";"-80.3205";"";"WellingtonBrew";"http://www.wellingtonbrewery.ca";"";""
"11412";"Mattocks Farmhouse Ales";"2021-07-01 16:36:21 +0200";"";"United States";"";"Home Brewery";"2019-07-02 05:25:42 +0200";"";"";"0";"0";"";"";"";"";""
"11415";"Gananoque Brewing Company";"2021-07-01 16:36:21 +0200";"Gananoque";"Canada";"ON";"Micro Brewery";"2019-07-02 05:25:48 +0200";"http://www.facebook.com/pages/Gananoque-Brewing-Company/169171079809900";"";"44.3278";"-76.1639";"";"";"http://www.ganbeer.com";"";""
"11418";"Maclean's Ales Inc.";"2021-07-01 16:36:21 +0200";"Hanover";"Canada";"ON";"Micro Brewery";"2019-07-02 05:26:17 +0200";"https://www.facebook.com/macleansbrewery";"macleansales";"43.9811";"-80.7359";"";"macleansales";"http://macleansales.com";"";""
"11421";"American Brewing Company";"2021-07-01 16:36:21 +0200";"Edmonds";"United States";"WA";"Micro Brewery";"2019-07-02 05:26:22 +0200";"https://www.facebook.com/American-Brewing-Company-135960839795485/";"";"47.8088";"-122.387";"";"AmericanBrewing";"http://www.americanbrewing.com/";"";""
"11424";"Bier uit Sneek";"2021-07-01 16:36:21 +0200";"";"Netherlands";"";"Contract Brewery";"2019-07-02 05:26:44 +0200";"http://BieruitSneek";"BieruitSneek";"0";"0";"";"";"http://www.bieruitsneek.nl";"";""
"11427";"Railway City Brewing";"2021-07-01 16:36:21 +0200";"St. Thomas";"Canada";"ON";"Micro Brewery";"2019-07-02 05:27:16 +0200";"https://www.facebook.com/RailwayCity/";"railwaycitybrewing";"42.7863";"-81.1695";"";"railwaycity";"http://www.railwaycitybrewing.com/";"";""
"11430";"All or Nothing Brewhouse";"2021-07-01 16:36:21 +0200";"Oakville";"Canada";"ON";"Micro Brewery";"2019-07-02 05:28:19 +0200";"https://www.facebook.com/allornothingbh";"allornothingbh";"43.4289";"-79.7067";"";"allornothingbh";"http://allornothing.beer";"";""
"11433";"Left Field Brewery";"2021-07-01 16:36:21 +0200";"Toronto";"Canada";"ON";"Micro Brewery";"2019-07-02 05:28:45 +0200";"http://www.facebook.com/leftfieldbrewery";"LeftFieldBrewery";"43.6738";"-79.3305";"";"LFBrewery";"http://leftfieldbrewery.ca";"";""
"11436";"La Brasserie du Vignoble";"2021-07-01 16:36:21 +0200";"68340 Riquewihr";"France";"";"Bar / Restaurant / Store";"2019-07-02 05:29:36 +0200";"https://www.facebook.com/labrasserieduvignoble";"";"48.1661";"7.30262";"";"";"";"";""
"11439";"De Klep";"2021-07-01 16:36:21 +0200";"";"Netherlands";"";"Bar / Restaurant / Store";"2019-07-02 05:29:59 +0200";"";"";"0";"0";"";"";"";"";""
"11442";"Mill Street Brewery";"2021-07-01 16:36:21 +0200";"Toronto";"Canada";"ON";"Macro Brewery";"2019-07-02 05:30:10 +0200";"http://www.facebook.com/MillStreetBrewery";"millstreetbrew";"43.7181";"-79.3134";"";"MillStreetBrew";"http://www.millstreetbrewery.com";"";""
"11445";"Griendel";"2021-07-01 16:36:21 +0200";"Quebec";"Canada";"QC";"Micro Brewery";"2019-07-02 05:30:53 +0200";"https://www.facebook.com/Brasserie.artisanale.griendel";"";"46.8118";"-71.2348";"";"";"";"";""
"11448";"Ilkley Brewery Co.";"2021-07-01 16:36:21 +0200";"Ilkley";"England";"West Yorkshire";"Micro Brewery";"2019-07-02 05:30:59 +0200";"https://www.facebook.com/pages/The-Ilkley-Brewery/366421086788560";"ilkleybrewery";"53.9297";"-1.81302";"";"Ilkleybrewery";"http://www.ilkleybrewery.co.uk";"";""
"11451";"L'Hermite Microbrasserie";"2021-07-01 16:36:21 +0200";"Victoriaville";"Canada";"QC";"Micro Brewery";"2019-07-02 05:31:33 +0200";"https://www.facebook.com/MicrobrasserieLHermite";"";"46.057";"-71.9551";"";"";"http://microhermite.com/";"";""
"11454";"Kayser's Bier Brasserie";"2021-07-01 16:36:21 +0200";"";"France";"";"Brew Pub";"2019-07-02 05:32:31 +0200";"";"";"0";"0";"";"";"";"";""
"11457";"Café De Zaak";"2021-07-01 16:36:21 +0200";"";"Netherlands";"";"Brew Pub";"2019-07-02 05:33:21 +0200";"https://www.facebook.com/pages/Cafe-de-Zaak-Utrecht/172529039446224";"";"0";"0";"";"DeZaakUtrecht";"http://www.dezaak-utrecht.nl/";"";""
"11460";"Bryggeriet Refsvindinge";"2021-07-01 16:36:21 +0200";"Refsvindinge";"Denmark";"Region Syddanmark";"Micro Brewery";"2019-07-02 05:33:25 +0200";"";"";"55.2908";"10.7025";"";"";"http://bryggerietrefsvindinge.dk/";"";""
"11463";"REWE";"2021-07-01 16:36:21 +0200";"";"Germany";"";"Bar / Restaurant / Store";"2019-07-02 05:33:36 +0200";"";"";"0";"0";"";"";"https://www.rewe.de";"";""
"11466";"Garage Brewing Co";"2021-07-01 16:36:21 +0200";"Temecula";"United States";"CA";"Brew Pub";"2019-07-02 05:33:50 +0200";"https://www.facebook.com/pages/Garage-Brewing-Co-and-Pizzeria/635664529778034";"garagebrewco";"33.4825";"-117.143";"";"garagebrewco";"http://www.garagebrewco.com/";"";""
"11469";"Bryggeriet S.C. Fuglsang";"2021-07-01 16:36:21 +0200";"Haderslev";"Denmark";"Region Syddanmark";"Micro Brewery";"2019-07-02 05:34:20 +0200";"https://www.facebook.com/bryggerietfuglsang";"";"55.2504";"9.47112";"";"";"http://www.fuglsang.dk/";"";""
"11472";"Creemore Springs";"2021-07-01 16:36:21 +0200";"Creemore";"Canada";"ON";"Macro Brewery";"2019-07-02 05:34:24 +0200";"https://www.facebook.com/creemoresprings";"";"44.3253";"-80.1058";"";"CreemoreSprings";"http://www.creemoresprings.com";"";""
"11475";"Banjul Breweries Ltd.";"2021-07-01 16:36:21 +0200";"Banjul";"Gambia";"";"Macro Brewery";"2019-07-02 05:35:05 +0200";"https://www.facebook.com/Julbrew";"";"13.4531";"-16.5775";"";"";"http://www.julbrew.gm/";"";""
"11478";"Emma - Biere Ohne Bart";"2021-07-01 16:36:21 +0200";"";"Germany";"";"Nano Brewery";"2019-07-02 05:35:07 +0200";"https://www.facebook.com/emmabier.de/";"";"0";"0";"";"";"http://emmabier.de/";"";""
